,all,neg,pos,neu
outzen,1,1.0,,
clorox,1,1.0,,
shag,1,,1.0,
mqm,1,,,1.0
altaf,1,,,1.0
bhai,1,,,1.0
unveil,1,,,1.0
karachi,1,,,1.0
c73ehq,1,,,1.0
dayuuum,1,,,1.0
5of,1,,,1.0
vengaboys,1,,,1.0
zane,1,,,1.0
lowe,1,,,1.0
gladiators,1,,,1.0
melody,1,,1.0,
ripple,1,,1.0,
alec,1,,1.0,
volterra,1,,1.0,
portableapps,1,,,1.0
dobro,1,,1.0,
kp,2,1.0,,1.0
eq2,1,1.0,,
6hrs,1,,,1.0
caltrain,1,1.0,,
niamh,2,,,2.0
christians,1,1.0,,
isabela,1,,,1.0
uribe,1,,,1.0
finearts,1,,1.0,
jered,1,1.0,,
briliant,1,,1.0,
ticks,1,1.0,,
mosquitoes,2,2.0,,
humid,4,4.0,,
booth,3,1.0,,2.0
heb,1,,,1.0
cred,1,,,1.0
safesex,1,,,1.0
malaria,2,2.0,,
parasites,2,2.0,,
resistant,1,1.0,,
trunc,1,1.0,,
9yn5,1,1.0,,
havs,1,,1.0,
booooored,1,1.0,,
weeeee,1,,1.0,
stragglers,1,1.0,,
exists,1,1.0,,
damaged,3,1.0,1.0,1.0
fizz,1,1.0,,
shoulders,2,1.0,,1.0
sg1,1,1.0,,
milo,1,,,1.0
foxy,1,,1.0,
oooooooh,1,,1.0,
eeeeeeekkkkkkk,1,,1.0,
ellipital,1,,1.0,
eastcoast,1,1.0,,
n96,1,,1.0,
samsung,1,,1.0,
omnia,1,,1.0,
quirky,1,,,1.0
concerto,1,,,1.0
farmers,2,1.0,,1.0
militant,1,1.0,,
tb,1,1.0,,
overheard,1,,,1.0
yrold,1,,,1.0
eom,1,,,1.0
ahaa,1,,,1.0
ambyr,1,,,1.0
omr,1,,,1.0
wys,1,,,1.0
lhr,1,,,1.0
wy,1,,,1.0
_z,1,,,1.0
alochol,1,,,1.0
princecharming,1,,,1.0
borriing,1,1.0,,
alternating,1,1.0,,
torrent,2,,,2.0
hahahahhahaha,1,1.0,,
rems,1,1.0,,
avis,1,1.0,,
shutting,1,,,1.0
reprezent,1,,,1.0
zent,1,,,1.0
cassandra,1,,,1.0
wilcox,1,,,1.0
bloss,1,,,1.0
receipt,1,1.0,,
hereditary,1,,1.0,
poolside,1,,,1.0
toniht,1,,,1.0
campers,1,,1.0,
overture,1,,1.0,
underscore,2,,1.0,1.0
selfridges,2,1.0,,1.0
yesssss,1,,1.0,
exctied,1,,1.0,
acceptance,1,,,1.0
cairns,1,,1.0,
clan,1,,1.0,
meditating,1,,,1.0
directors,1,,,1.0
evenings,1,1.0,,
significant,1,1.0,,
_crane,1,,1.0,
renouncing,1,,1.0,
cleavage,1,,,1.0
levels,2,1.0,,1.0
jenson,1,,,1.0
reflect,1,,1.0,
annonymity,1,,1.0,
miracle,1,,1.0,
shelaaaaaaaa,1,,,1.0
packages,1,,,1.0
_says,1,,1.0,
thesixthaxis,1,,,1.0
lovesick,1,1.0,,
trueee,1,,1.0,
_ricardo,1,,,1.0
ashy,1,,,1.0
elbows,1,,,1.0
u______________________u,1,1.0,,
manors,1,,,1.0
proved,1,,,1.0
answear,1,1.0,,
1zyg,1,,,1.0
burden,1,1.0,,
64mdc,1,1.0,,
geodefense,1,1.0,,
onwards,2,1.0,1.0,
exploration,1,1.0,,
friending,1,,,1.0
zoozoo,1,,,1.0
vodas,1,,,1.0
ilike,1,,,1.0
ybd0,1,,,1.0
4wl7x,1,,1.0,
janette,1,,1.0,
myspacee,1,,1.0,
20gf,1,,,1.0
yvr,1,,,1.0
sfo,2,1.0,,1.0
_dreaming,1,1.0,,
yuu,1,1.0,,
matte,1,,1.0,
lcd,1,,1.0,
nix,1,,1.0,
elmo,1,,1.0,
guava,1,,,1.0
handi,1,,,1.0
hsbc,1,,,1.0
apy,1,,,1.0
underneath,1,,,1.0
nds,1,,,1.0
gh,4,2.0,,2.0
mettallica,1,,,1.0
_navarro,1,,1.0,
66uor,1,1.0,,
han,2,1.0,,1.0
tvtotal,1,,,1.0
kpdx,1,,,1.0
borgellaj,1,,,1.0
blumenthal,1,,,1.0
keiron,1,,1.0,
endorsed,1,,1.0,
twindexx,1,,1.0,
uno,2,1.0,,1.0
rprl0,1,,,1.0
wacha,1,1.0,,
snoopy,1,,1.0,
thelovelybones,1,,,1.0
premire,1,,,1.0
xbb1qyx0e,1,,,1.0
jenn,2,,2.0,
arcadia,1,,1.0,
deadpool,1,,,1.0
reynolds,1,,,1.0
thaw,1,,,1.0
sj,1,,,1.0
cinelux,1,,,1.0
almaden,1,,,1.0
payroll,1,,1.0,
_da_realest,1,1.0,,
qet,1,1.0,,
drankin,1,1.0,,
bapang,1,,,1.0
ditos,1,,,1.0
dito,1,,,1.0
charmingly,1,,1.0,
moondog,1,1.0,,
roundtrip,1,,,1.0
loooooooooong,1,,1.0,
snuggles,2,,,2.0
earthquake,1,,,1.0
submarine,1,,,1.0
fiber,1,,,1.0
optics,1,,,1.0
remending,1,,,1.0
naz,1,1.0,,
gel,1,,,1.0
resemble,1,1.0,,
famine,1,,,1.0
tweeet,1,,,1.0
_kritt,1,,,1.0
spw5s,1,,,1.0
nosely,1,,,1.0
gaggles,1,,,1.0
muters,1,,,1.0
squished,1,,,1.0
depression,4,2.0,1.0,1.0
mrsal65,1,,,1.0
subs,2,,1.0,1.0
samstephens,1,,1.0,
bekah,1,,1.0,
cnyhp,1,,,1.0
juuuuuust,1,,,1.0
sayang,2,,2.0,
irate,1,1.0,,
callers,1,1.0,,
husb,1,,,1.0
dolphins,1,,,1.0
sigma,1,,,1.0
fuckkk,2,1.0,,1.0
easels,1,,1.0,
snipr,1,,1.0,
hble5,1,,1.0,
leatherman,1,,1.0,
recouperating,1,,,1.0
apathetic,2,2.0,,
desert,2,1.0,1.0,
chocolateland,1,,,1.0
fonz,1,,1.0,
skate,3,1.0,,2.0
casablanca,1,,1.0,
soready,1,1.0,,
hermine,1,,,1.0
sudetenland,1,,,1.0
refugee,1,,,1.0
eastenders,1,,1.0,
moderators,1,,,1.0
niandra,1,,,1.0
_peabody,1,,,1.0
antos,1,,,1.0
pinkpawsforlife,1,,,1.0
ox,1,,,1.0
pgpm,2,,2.0,
gingers,1,,1.0,
strength,3,1.0,,2.0
locate,1,,1.0,
drain,2,,1.0,1.0
_ross,1,,1.0,
functions,1,,1.0,
nahh,2,,1.0,1.0
douchenozzle,1,,,1.0
hennings,1,,1.0,
wjg5a,1,,1.0,
ligaments,1,,1.0,
hercules,1,,,1.0
craters,1,,,1.0
uma,1,,,1.0
oph,1,,,1.0
ser,1,,,1.0
caput,1,,,1.0
saturn,1,,,1.0
fogged,1,,,1.0
eyepiece,1,,,1.0
2a,1,,,1.0
_daarling,1,,,1.0
tiki,1,,,1.0
postieeee,1,,,1.0
andshehopes,1,,,1.0
kewpie,1,,,1.0
holb,1,,,1.0
hateee,1,1.0,,
avoided,1,,,1.0
cinder,1,,,1.0
dantas,1,,,1.0
porky,1,,,1.0
beavs,1,,,1.0
playerstation,2,,2.0,
schuhz,1,,,1.0
arabyrd,1,,,1.0
accelerated,1,1.0,,
atom,1,1.0,,
fullscreen,1,1.0,,
kelsenator,1,,1.0,
swifts,1,,1.0,
illys,1,,1.0,
payments,1,,1.0,
pasy,1,,1.0,
2888mo,1,,1.0,
decisive,1,,,1.0
euphamism,1,,,1.0
_anekie,1,,,1.0
darl,2,,,2.0
mua,1,,,1.0
tracie,1,,,1.0
weaver,1,,,1.0
raving,1,,1.0,
beautifulness,1,,1.0,
fallon,2,,2.0,
skit,1,,1.0,
ee2ij3,1,,1.0,
collegue,1,,1.0,
panicky,1,1.0,,
4jk42,1,,,1.0
4w1rr,1,,1.0,
uup,1,,,1.0
boffert,1,,,1.0
buble,1,,1.0,
kohls,1,,,1.0
annnnd,1,,,1.0
dampen,2,,2.0,
lonnngg,1,,,1.0
scenie,2,,1.0,1.0
yj,1,,,1.0
remembers,1,1.0,,
loopy,1,1.0,,
10days,1,,1.0,
geeta,1,1.0,,
4w67l,1,,,1.0
backgroung,1,,,1.0
ppicture,1,,,1.0
dd1,1,,1.0,
cockney,1,1.0,,
chapman,1,1.0,,
monthly,2,,,2.0
overloaded,1,1.0,,
luc,1,1.0,,
bourdon,1,1.0,,
5z7zv,1,,1.0,
technologically,1,,,1.0
tweetb4ueat,1,,,1.0
tory,1,,,1.0
watty,1,,,1.0
ishi,1,,1.0,
aquarius,1,1.0,,
whoot,2,,2.0,
_of_chas,1,,,1.0
julian,1,,,1.0
cancelling,1,1.0,,
javaone,1,1.0,,
3nzth,1,1.0,,
sinner,1,,,1.0
newspaper,4,,1.0,3.0
femme,1,,,1.0
fatale,1,,,1.0
photographers,1,,,1.0
ointment,1,1.0,,
stalin,1,,,1.0
quaver,1,,,1.0
mando,1,,1.0,
chanting,1,,1.0,
inxs,1,,1.0,
baylee,1,,,1.0
shortest,1,,,1.0
fcb,1,,,1.0
tunapuna,1,,,1.0
tellers,1,,,1.0
rida,1,,,1.0
ommegang,1,,1.0,
indulgence,3,,3.0,
3o7rv,1,,1.0,
inav,1,,1.0,
iblue,1,,1.0,
4jfg4,1,,1.0,
jets,1,,1.0,
ida,1,,1.0,
egan,1,,1.0,
ventana,1,1.0,,
cielos,1,1.0,,
withdrawals,1,1.0,,
mommaz,1,1.0,,
merce,2,1.0,1.0,
bang,8,2.0,3.0,3.0
pennyblossoms,1,,1.0,
detroit,4,1.0,,3.0
jerms,1,1.0,,
104m6wj,1,1.0,,
vacashun,1,1.0,,
onscreen,1,1.0,,
officejet,1,,,1.0
j4550,1,,,1.0
windows7,1,,,1.0
fax,1,,,1.0
_lights,1,1.0,,
kateage,1,1.0,,
tomos,1,,1.0,
experimenting,1,,,1.0
puppet,1,,,1.0
workstation,1,,,1.0
musicans,1,,,1.0
legion,1,,,1.0
inboxes,1,,,1.0
adams,2,2.0,,
authenticating,1,1.0,,
annivarsary,1,,1.0,
hansons,1,,1.0,
foto,2,,1.0,1.0
lawnmower,1,,,1.0
smoothy,1,,1.0,
baulko,1,,1.0,
suckiest,1,,,1.0
tiasha,1,,,1.0
lorry,1,,,1.0
signaling,1,,,1.0
_trip,1,1.0,,
scheuring,1,1.0,,
funnily,1,,1.0,
roland,1,,1.0,
_peek,1,,,1.0
mkay,1,,,1.0
bfgurelgbsr,1,,,1.0
lvl73,1,1.0,,
rwitters,1,1.0,,
tpt,1,,,1.0
pranks,1,,1.0,
_rubadeau,1,,1.0,
fantastically,1,,,1.0
majors,1,,1.0,
rejoice,1,,1.0,
slurpees,1,,1.0,
feds,1,1.0,,
hounding,1,1.0,,
dodged,1,1.0,,
dangling,1,,,1.0
kobe,2,,2.0,
feeders,1,1.0,,
recourse,1,1.0,,
atty,1,1.0,,
inolving,1,,1.0,
bias,1,,1.0,
juries,1,,1.0,
nullification,1,,1.0,
seller,1,,1.0,
marco,2,1.0,,1.0
imtetsting,1,,,1.0
angrily,1,1.0,,
extemely,1,1.0,,
nightss,1,1.0,,
poisonous,1,1.0,,
pellets,1,1.0,,
beb,1,,,1.0
innn,1,,,1.0
ritualistic,1,1.0,,
carolyn,1,,,1.0
tooooth,1,1.0,,
wakin,1,,1.0,
selenas,1,,1.0,
ak,1,,,1.0
2k6,1,,,1.0
rag,1,,,1.0
bets,1,,,1.0
whine,3,,1.0,2.0
taps,1,,,1.0
loggade,1,,,1.0
visst,1,,,1.0
400e,1,,,1.0
rdags,1,,,1.0
belleville,1,,1.0,
hips,4,2.0,,2.0
scarlet,1,,,1.0
thristy,1,,,1.0
geocaching,2,1.0,,1.0
delivering,1,1.0,,
hhigd,2,,,2.0
ohhhhhh,1,1.0,,
pendulum,1,,,1.0
aaaand,1,,,1.0
stamford,1,,,1.0
teignmouth,1,,,1.0
dawlish,1,,,1.0
4jf4k,1,,,1.0
eirtaku,1,1.0,,
bubblewrap,1,,,1.0
belief,1,1.0,,
entourage,1,,,1.0
mediation,1,1.0,,
sweeter,1,,1.0,
biscuits,1,,,1.0
urgently,1,,,1.0
scales,1,,,1.0
muchachomalo,1,,,1.0
uniten,1,1.0,,
luh,1,,1.0,
hamburg,1,,,1.0
detlev,1,,,1.0
fischer,1,,,1.0
accessibility,1,,,1.0
bitv,1,,,1.0
xing,1,,,1.0
assassinate,1,,,1.0
floridas,1,1.0,,
reluctantly,1,1.0,,
gether,1,,,1.0
disabling,1,1.0,,
ons,1,1.0,,
sophies,1,1.0,,
girl5,1,,,1.0
saginaki,1,,1.0,
_cheryl,1,,,1.0
cesna,1,,1.0,
violent,1,,1.0,
fightclub,1,,1.0,
heavily,1,,1.0,
3oth,1,,1.0,
twitgoo,1,,1.0,
28hh,1,,1.0,
girllll,1,,,1.0
papas,2,2.0,,
carafe,1,,,1.0
caffiene,1,,,1.0
buh,1,,,1.0
showwwww,1,,1.0,
fuckingtastic,1,1.0,,
k6iov,1,1.0,,
07xoi,1,1.0,,
oriole,1,,,1.0
suet,1,,,1.0
feeder,2,,,2.0
thistle,2,,,2.0
grizzly,2,,1.0,1.0
clubbers,1,1.0,,
smartphone,1,,1.0,
irc,2,,2.0,
cabo,1,,1.0,
butteflies,1,,1.0,
ano,1,,1.0,
yun,1,,1.0,
unsettled,1,,1.0,
journeys,1,1.0,,
thursdayyy,1,1.0,,
transit,2,1.0,,1.0
boohoohoo,1,1.0,,
burgh,1,,1.0,
callum,1,,,1.0
scored,1,,,1.0
posit,1,,,1.0
softees,1,,,1.0
spec,1,,,1.0
kaching,1,,,1.0
mariqueens,1,,,1.0
josette,1,,,1.0
pond,1,,,1.0
chocr,1,,,1.0
rounds,1,,,1.0
gourds,1,,,1.0
bottling,1,,1.0,
sanitized,1,,1.0,
oranges,1,,1.0,
atkins,1,,1.0,
referenced,1,1.0,,
assemblies,1,1.0,,
fnh,1,1.0,,
caliburn,1,1.0,,
dynamicproxy,1,1.0,,
aaaaw,1,1.0,,
sorrow,1,,,1.0
linkin,1,,,1.0
sergeants,1,1.0,,
flicks,2,1.0,1.0,
est,3,2.0,,1.0
beetches,1,1.0,,
houstons,1,,,1.0
dipped,1,,,1.0
_anais,1,1.0,,
_moe,1,,,1.0
stalkersaturday,1,,,1.0
inspiron,1,,1.0,
core2duo,1,,1.0,
0ghz,1,,1.0,
4gb,2,1.0,1.0,
ddr2,1,,1.0,
_paige,1,1.0,,
outtie,1,1.0,,
deucie,1,,,1.0
funchal,1,,1.0,
pod,2,,,2.0
helmet,3,,1.0,2.0
swa,1,,,1.0
kadi,1,,1.0,
hummmmm,2,,,2.0
practising,1,,1.0,
q3u32x,1,,,1.0
podcasting,1,,,1.0
vegetables,1,,,1.0
dp2uh,1,,1.0,
bais,1,,,1.0
rochelle,1,,,1.0
_44,1,,,1.0
klaudines,1,,,1.0
beautful,1,,1.0,
mason,1,,,1.0
redbubble,1,,1.0,
1gurq,1,,1.0,
quoting,1,,,1.0
naivety,1,,1.0,
butno,1,1.0,,
kenyattas,1,1.0,,
jihoon,1,,1.0,
_perth,1,,1.0,
favouritegot,1,,1.0,
captain,2,,2.0,
longgggg,1,,1.0,
humma,2,,2.0,
whyyy,3,1.0,,2.0
emos,1,,1.0,
5jg0u,1,,1.0,
gentlemen,1,,1.0,
discussing,1,,1.0,
facehunter,1,,1.0,
embarrassing,3,2.0,1.0,
representation,1,,1.0,
sophmore,1,1.0,,
rq5ru,1,,,1.0
goderich,1,,1.0,
pitts,1,1.0,,
boystown,2,,1.0,1.0
eastwood,1,,,1.0
3hours,1,,,1.0
contributing,1,,,1.0
retirement,1,,,1.0
invitw,1,,,1.0
judgement,1,1.0,,
steviewonder,1,1.0,,
ady,1,,,1.0
yale,1,1.0,,
luvvv,2,,,2.0
aquestion,1,,,1.0
csla,1,,,1.0
rerun,1,,,1.0
cyd3pp,1,,,1.0
projection,1,,,1.0
arrggghhh,1,1.0,,
googs,1,1.0,,
iloveyoutwoooo,1,,1.0,
dreps,1,,1.0,
cincy,1,,,1.0
_cupcake,1,,,1.0
sen,2,2.0,,
ashleycat,1,1.0,,
sharffenberger,1,,1.0,
thngs,1,1.0,,
stuf,1,1.0,,
champ,1,,1.0,
supastition,1,,,1.0
imeem,1,,,1.0
kpeqpg7vuy,1,,,1.0
blonding,2,2.0,,
entonces,1,,1.0,
perdonada,1,,1.0,
porque,1,,1.0,
sigues,1,,1.0,
tos,1,,,1.0
droped,2,1.0,,1.0
tray,1,1.0,,
hubbies,1,,1.0,
bulls,2,,1.0,1.0
afterward,1,1.0,,
crazyyy,1,1.0,,
boringgg,1,1.0,,
dodd,1,1.0,,
buuuut,2,,,2.0
novy,1,,1.0,
traders,1,,1.0,
optimized,1,,,1.0
caching,1,,,1.0
deploy,1,,,1.0
snob,1,,1.0,
dijon,1,,,1.0
tapping,1,1.0,,
_herdman,1,,,1.0
addictive,4,1.0,1.0,2.0
claimed,1,,,1.0
imprinted,1,,1.0,
recepies,1,,1.0,
twinz,2,,2.0,
godda,1,,1.0,
insulted,1,1.0,,
charlene,1,1.0,,
iloveyoutoo,1,,1.0,
butttt,1,,,1.0
feelers,1,,,1.0
jass,1,,1.0,
hacks,1,,,1.0
3xm7d,1,,,1.0
weinfest,1,1.0,,
boredboots,1,1.0,,
postpone,1,,1.0,
celebreting,1,,1.0,
fulfilling,1,,1.0,
noice,2,,1.0,1.0
_fp,1,,,1.0
detour,2,,,2.0
bunking,1,1.0,,
maaaaan,1,,,1.0
prog,1,1.0,,
whoore,1,,1.0,
cologne,1,,1.0,
harding,1,,1.0,
pxy,1,,1.0,
korn,1,,1.0,
gilf,1,,,1.0
sikaflex,1,,,1.0
caulk,1,,,1.0
jljf,1,,1.0,
campjitterbug,1,,,1.0
siiiick,1,1.0,,
paintballin,1,1.0,,
redskins,2,,1.0,1.0
jansen,2,,1.0,1.0
ueivwi,1,,,1.0
erased,1,1.0,,
35am,1,,,1.0
toolbar,1,,1.0,
4wssc,1,,1.0,
knitterati,1,,,1.0
au,1,,,1.0
ravelry,1,,,1.0
inning,1,,,1.0
_paradise,1,,1.0,
secondary,1,,1.0,
66vlw,1,1.0,,
motor,1,,,1.0
whopping,1,,,1.0
blokeslib,1,,,1.0
jarn,1,,,1.0
8c36ej,1,,,1.0
uhmygawddd,1,1.0,,
_sweethearts,1,,,1.0
plez,1,,,1.0
4us,1,,,1.0
630p,1,,,1.0
mussoooooo,1,,,1.0
tension,2,,,2.0
gwenyth,1,,,1.0
scarletts,1,,,1.0
booths,1,,1.0,
hallucination,2,,2.0,
epi,1,,1.0,
talkedabout,1,,,1.0
drugged,2,2.0,,
unproductive,1,,1.0,
dolled,1,,1.0,
woth,1,1.0,,
_v,1,,1.0,
kiran,1,,,1.0
landg,1,,,1.0
_morales,1,,1.0,
boredd,2,2.0,,
kardashians,1,,1.0,
ladybug,1,,,1.0
wheew,1,,1.0,
67x8k,1,,,1.0
outa,1,1.0,,
trackflashback,1,,,1.0
darkness,2,,,2.0
yeay,1,,1.0,
jiah,1,,1.0,
carefree,1,,1.0,
hints,1,1.0,,
rethink,2,1.0,1.0,
78qvz,1,1.0,,
chatroom,1,1.0,,
dresser,3,3.0,,
pissssssing,1,1.0,,
_erincharde,2,,,2.0
moody,1,,,1.0
thatss,1,1.0,,
fixes,1,1.0,,
ribbons,1,1.0,,
iarprg,1,1.0,,
every1s,1,1.0,,
sophia,2,1.0,,1.0
likelyy,1,,1.0,
hordies,1,1.0,,
euh,1,1.0,,
ldap,1,1.0,,
schema,1,1.0,,
ava,1,,1.0,
_greenwizard,1,,,1.0
closely,2,,,2.0
punjab,1,,,1.0
textmate,2,,,2.0
psalm,1,,1.0,
tightened,1,,1.0,
tryouts,2,1.0,1.0,
thght,1,,1.0,
workd,1,,1.0,
3u,1,,1.0,
winced,1,,1.0,
flatland,1,,1.0,
12f0y,1,,1.0,
tarde,1,,,1.0
chegay,1,,,1.0
miracles,1,,1.0,
render,1,1.0,,
revit,1,1.0,,
autocad,1,1.0,,
loadsa,1,1.0,,
shizze,1,1.0,,
earnest,1,,,1.0
170th,1,,,1.0
jimmie,1,1.0,,
xxxrebelrebelxxx,1,,,1.0
dreadful,1,1.0,,
editting,1,1.0,,
vida,1,1.0,,
umpireing,1,,,1.0
trainging,1,,,1.0
lfpress,1,1.0,,
newsstand,1,1.0,,
desktops,2,,,2.0
ketboard,1,,,1.0
4wlpf,1,,,1.0
674p1,1,1.0,,
bai,2,,,2.0
kt,2,,,2.0
turkish,1,1.0,,
aesnk,1,1.0,,
gqdbd,1,1.0,,
isp,2,,2.0,
webshots,1,,1.0,
4jkes,1,,,1.0
scanner,1,1.0,,
bowlful,1,,,1.0
yups,1,,,1.0
unfollowers,1,,,1.0
_0robertpatt,1,,,1.0
otara,1,,,1.0
tweetbud,1,,1.0,
flwrs,1,,1.0,
grimmy,1,1.0,,
carina,1,,1.0,
glade,1,1.0,,
debian,1,1.0,,
uuuu,1,,1.0,
wheelchair,1,,,1.0
homebound,1,,,1.0
mtml,1,,,1.0
hmmpph,1,,,1.0
spout,1,1.0,,
roomy,1,,,1.0
welp,1,,,1.0
5z7v3,1,,,1.0
throwin,1,,,1.0
rahs,1,,,1.0
illi,1,,,1.0
shalondas,1,,,1.0
tam,1,,1.0,
re5s5h,1,,1.0,
ittttt,1,,1.0,
flawless,1,,1.0,
tatami,2,,,2.0
longing,1,,,1.0
brrr,1,,,1.0
scarce,1,1.0,,
keri,1,,1.0,
hilson,1,,1.0,
dropper,1,,1.0,
_milano,2,,1.0,1.0
665n7,1,1.0,,
sewed,1,,1.0,
v_v,1,,1.0,
quesadilla,1,,1.0,
quesadiaas,1,,1.0,
bombbb,1,,1.0,
_gorham,1,1.0,,
4jas7,1,,1.0,
dicaprio,1,,,1.0
davisson,1,,,1.0
killoran,1,,,1.0
idestroy,1,,1.0,
rygegrej,1,,1.0,
665to,1,,,1.0
660vv,1,,,1.0
_stokoe,1,,,1.0
remake,1,1.0,,
groundbreaking,1,1.0,,
dac,1,,,1.0
pantera,3,,,3.0
cowboys,1,,,1.0
oscc,1,,1.0,
mickeyds,1,,1.0,
eggmcmuffin,1,,1.0,
mcyum,1,,1.0,
tryst,1,,,1.0
walc,1,,,1.0
stones,1,1.0,,
priciness,1,1.0,,
panhandlers,1,1.0,,
clutter,1,1.0,,
twittersphere,2,1.0,,1.0
sheets,2,,1.0,1.0
endulging,1,,1.0,
creature,1,1.0,,
alfie,1,1.0,,
ehhehehe,1,,1.0,
c7yojg,1,,,1.0
atonement,1,1.0,,
gees,1,1.0,,
phne,1,,,1.0
creatur,1,,,1.0
dne,1,,,1.0
donkey,1,,,1.0
babyfather,1,1.0,,
gemstar,1,1.0,,
feelinq,1,1.0,,
huqe,1,1.0,,
pimple,1,1.0,,
riqht,1,1.0,,
dressing,2,,1.0,1.0
ekin,1,,1.0,
mak,1,,1.0,
robe,1,,,1.0
highland,1,,,1.0
_saurus,1,,,1.0
kc910,1,1.0,,
touchscreen,1,1.0,,
uninteresting,1,1.0,,
haahaaa,1,,1.0,
jellybeaniesss,1,,1.0,
restoration,1,,,1.0
banks,1,,,1.0
avocets,1,,,1.0
patent,1,,,1.0
earplugs,1,,,1.0
socksys,1,1.0,,
plucky,1,1.0,,
caspars,1,1.0,,
4wn9q,1,,,1.0
arthritus,1,1.0,,
slide,1,,,1.0
nurofen,1,,,1.0
darkest,1,,1.0,
iloveyoumoreeee,1,,1.0,
goooooooooooooooooooooooood,1,,1.0,
rethinking,1,,,1.0
thankss,1,,1.0,
haih,1,,,1.0
booya,1,,1.0,
dbar,1,,1.0,
timezzz,1,,1.0,
varieties,1,,1.0,
kawaii,1,,1.0,
cosplay,2,,1.0,1.0
cujxg,1,,1.0,
rpp57,1,,,1.0
pavement,2,2.0,,
wander,1,,1.0,
hilda,1,,1.0,
gallares,1,,1.0,
kindred,1,,1.0,
ncis,1,,,1.0
aeropuerto,1,,,1.0
mattcutts,1,,,1.0
umzug,1,,,1.0
und,2,,,2.0
neues,1,,,1.0
redir,1,,,1.0
if2b,1,,,1.0
_anr_shine,1,,1.0,
bigcitymonkey,1,,1.0,
shish,2,,,2.0
pennies,1,,,1.0
lonesome,1,1.0,,
slumdog,2,,1.0,1.0
bollywood,1,,1.0,
approve,2,1.0,1.0,
_beckiie_x,1,1.0,,
organize,1,,,1.0
claratyne,1,1.0,,
mastermind,1,,1.0,
statesboro,1,,1.0,
_bee,1,1.0,,
coincidently,1,1.0,,
avaialble,1,,,1.0
ancient,1,,1.0,
carlos,1,,,1.0
freddies,1,1.0,,
cotch,1,1.0,,
bajan,1,1.0,,
shakedown,1,,,1.0
thu,1,,,1.0
surface,1,,,1.0
mcdo,1,,,1.0
4jazs,1,,1.0,
ghd,1,,,1.0
cancled,1,1.0,,
beezy,1,,1.0,
_nyc,1,,1.0,
thermometer,1,1.0,,
25c,1,1.0,,
00am,1,1.0,,
stockholm,2,1.0,,1.0
strangle,1,,,1.0
salesman,1,,,1.0
shamwow,1,,,1.0
66roi,1,1.0,,
pleeeeeease,1,,1.0,
pleeeease,1,,1.0,
mozconcept,1,,1.0,
_ill,1,,1.0,
ustream,4,,,4.0
geogeektv,1,,,1.0
2toa,1,,,1.0
tabby,1,,,1.0
diabetes,1,,,1.0
footyball,1,,,1.0
_chrissy22,1,1.0,,
stomatch,1,1.0,,
dramafest,1,1.0,,
crummy,1,1.0,,
niterzzz,1,1.0,,
evry1,1,1.0,,
twitterbugz,1,1.0,,
tivo,2,,2.0,
vod,1,,1.0,
ps7y2,1,,1.0,
chip,3,,2.0,1.0
_mar_mey,1,,,1.0
ajax,1,1.0,,
autorefresh,1,1.0,,
_chander,1,1.0,,
corlaine,1,,,1.0
shezz,1,,,1.0
starss,1,,,1.0
disconnects,1,1.0,,
cement,1,,,1.0
rows,1,,,1.0
pixels,1,,,1.0
osu,1,,,1.0
ath,1,,,1.0
trng,1,,,1.0
rcption,1,,,1.0
rhiannon,1,,,1.0
smuggle,1,1.0,,
eternity,1,1.0,,
bsc,2,1.0,1.0,
managing,1,1.0,,
nikkie,1,,1.0,
payne,1,,1.0,
pervs,2,1.0,1.0,
teens,2,,2.0,
sprinkle,1,,,1.0
runway,1,,,1.0
yen,1,1.0,,
ethnicity,1,,,1.0
fellas,2,,,2.0
dueces,1,,,1.0
yolanda,1,,,1.0
uttered,1,1.0,,
ical,1,1.0,,
sososo,1,1.0,,
olivia,1,,1.0,
spins,1,,1.0,
ipswitch,2,,1.0,1.0
necks,1,,,1.0
loveyoufletch,1,,,1.0
buckled,1,,1.0,
bates,1,,1.0,
yaeh,1,1.0,,
suekd,1,1.0,,
incapable,1,,1.0,
fel,1,,1.0,
fff,1,,1.0,
leeuwarden,1,1.0,,
ditzy,1,,,1.0
skits,1,,,1.0
unsubscribe,1,,1.0,
dusted,1,1.0,,
vacuumed,2,2.0,,
smoky,1,1.0,,
kmart,1,1.0,,
aceness,1,,,1.0
extreme,1,,,1.0
assemble,1,1.0,,
jrs,1,1.0,,
paige,1,,1.0,
_mazur,1,,,1.0
itv,1,,,1.0
4ws3m,1,,1.0,
undeleted,1,1.0,,
squirrellist,1,1.0,,
sliver,1,1.0,,
tequillla,1,,1.0,
keeper,1,,,1.0
_ebru,1,,1.0,
pismo,1,1.0,,
powershot,1,1.0,,
sumtimes,1,1.0,,
bande,1,,1.0,
hasde,1,,1.0,
lexi,1,,,1.0
squids,1,,1.0,
hafta,1,,1.0,
strikes,3,2.0,1.0,
rqk2z,1,1.0,,
inhaled,1,,,1.0
ughhhhhh,1,1.0,,
insufficient,1,,,1.0
fundage,1,,,1.0
watchmen,1,,,1.0
tother,1,,,1.0
umma,1,,,1.0
yonkers,1,,,1.0
furloughed,1,,,1.0
calcs,1,,,1.0
smokefree,1,,1.0,
pointy,2,,,2.0
somethign,1,,,1.0
